151692693_1_r
31403722_8_r
198457959_6
42982750_1
-641984_0
343713586_0
201375992_4
387355229_0
178995727_0
44068348_0_r
411606692_0
31400200_12_r
4456664_0_r
-225204_0_r
136694862_4_r
198287567_0
380387577_0
132600765_0_r
-225722_0
-328311_0_r
438737106_1
-225384_0
164926772_0_r
320860429_0
-588646_0
-224464_0
379395138_0_r
-225862_0
306115594_0_r
-2582478_0
31378656_0
198287612_0
35762894_0_r
396569649_0
154191729_0_r
-225732_0
-224774_0
123279922_3_r
31403059_6_r
172948667_0
154191735_1
-317463_0_r
213412608_0_r
197495049_8
377708611_0
176671977_3
138276015_0
528751512_0
-637306_0_r
104359626_0_r
-323322_0
309469487_0
95024589_0
197495049_2_r
364509531_0_r
380414470_0
-224784_0
31365093_1
-225204_0
33994931_0
364509796_1
172406228_2
-318393_0
136694862_1
-224928_0
326522009_1
504612161_1
-225870_0
122790595_5
31400200_5
-224630_0
-640769_0
-652886_0_r
198457959_2
83689326_2
-224744_0
341273266_0_r
-653059_0_r
306110004_0_r
396569646_0_r
4460080_0
198455442_1_r
81523951_1
125845502_0
-225764_0
162594053_5
558993813_0_r
388616861_0
321090096_0
-226966_0
-654227_0_r
199742302_0
364509679_0
-653396_0
331468571_0
143310355_0
144328493_0
-622594_0
312038383_7
408315106_0_r
339406447_0
528751515_1
172398792_0
31403059_4_r
95024569_0
-222798_0
-225256_0
320794046_0
138674114_0
392787238_0
326369575_0
35600964_1_r
91756867_0
-2586130_0
59738995_0
504612161_0
-224986_0_r
198571878_0
67814891_0_r
309915536_0
370375349_0_r
340975796_0_r
162596299_1
198287608_1
31403264_1
372824435_0
165752390_1_r
391807381_0
397760519_0_r
375697425_0
106746000_0
66087589_0_r
229007342_0_r
320644571_0
198287562_0_r
82383834_2
198463073_10_r
-224842_0
159601846_0_r
-222884_0
-222832_0
105586758_0_r
400942846_4
306110000_0_r
224609434_0
198287566_1_r
183855373_0
286084794_0
178997701_4_r
234424046_0
309915531_0
31366669_0
198455443_15
106245978_1_r
118694409_1_r
-576692_0_r
343513742_1
-224806_0
198457960_2
326369075_5
-315596_0_r
128679254_2_r
300857295_0
192402852_0_r
498864787_0
-614790_0_r
125841834_0_r
227325242_0
198287627_0_r
105586766_0_r
-227004_0
-623037_0
-2584265_0
4459921_2
305954308_0
105920771_0_r
246418130_1_r
375697425_0_r
309469480_1_r
-226962_0
200255675_0
388181285_0
163209402_0_r
-614848_0
143559916_0_r
-224886_0_r
31400200_1
90636549_0_r
-653389_0_r
197495049_11
42982753_0_r
-225328_0
372665748_0
498064323_0_r
164330172_0_r
139696668_0
503061570_0
162594053_7_r
-2583794_0
-224882_0_r
301175680_3_r
301175680_5
-324734_0
400942846_5
498864801_0_r
31378656_6
320921387_0_r
88048315_0
146876169_0_r
306110001_0
-622898_0
30483727_0_r
75234308_1
-222942_0
201375992_2
231363015_0_r
150606072_0
199700390_0
-623036_0_r
194740666_0_r
67593958_0
-224556_0
30480105_0
542952341_0
-224936_0
355775812_0_r
306110002_0
86968182_3
31403722_2_r
203439360_0_r
-601162_0
306424747_0
528751502_0_r
-580428_0
212817669_1
-641381_0_r
136694855_1_r
321719716_0
60257771_7
66086828_0
355684382_1
-222872_0
-224822_0
232374428_0
464709583_0_r
224933656_0
137234601_0_r
162594053_10
203439363_0
382308791_0_r
95166368_0
-649799_0
111381357_0_r
-563537_0
136287516_0
352554827_6
88591852_0_r
331468572_0_r
-641751_0
8146475_3_r
198455443_13
191911361_0
-224846_0_r
-622660_0
24934104_4
42982041_0
373874558_0
123232674_0
532783828_0
95867556_0
-622907_0_r
-640734_0_r
136694862_3_r
132600769_1_r
-224904_0_r
207848017_0
-222946_0
320857794_0_r
-226258_0_r
203306901_0_r
31397172_4
181364115_0
382528429_0
94233687_1_r
31397172_0
186746875_1
-224916_0
364509753_0_r
376542595_0_r
98991163_0
128723237_4_r
155101542_2_r
-653485_0_r
397760519_0
320861737_0_r
229399411_0
-224660_0
400942846_0
95561640_0_r
326520772_2
31378656_4_r
132687677_0
-641061_0
-222922_0
154350788_0_r
143733246_0
198568145_3
320340156_0_r
154191727_0_r
85965548_0
194972655_2
136694862_2
396587861_0
504612161_2
-653335_0
-224510_0
-2583243_0
-226314_0
144840230_3_r
136287514_3
-226988_0
136694862_1_r
324441012_0
178997701_4
104359634_0
147473974_0_r
289565526_0_r
-223378_0
-226990_0_r
173957345_0
-320425_0
355775318_4
-623138_0_r
194972654_4
-318985_0
-584713_0
88281948_0_r
-576619_0
-225316_0
31365661_1
209281516_1
-328548_0
128476297_1_r
372665712_0
183855376_7
92372464_1
30483727_0
-2585669_0
379395138_0
309915524_0
312038390_0
-2583474_0
-224440_0
-224712_0
153634550_0
31403722_1_r
8146475_4_r
198287631_0
-226890_0_r
-316168_0_r
137531923_1
575539804_0_r
170554643_0
326367062_2_r
137171159_0
79629132_0_r
162594053_6
386235062_4_r
-640197_0_r
111821508_0
162594053_12_r
396569635_1
-2579751_0
150603184_0_r
85277020_0_r
87492963_0_r
203685528_0
130599077_0
321159744_0_r
154191738_0_r
34369946_0_r
312063983_0
386235075_0_r
105592035_2
164926774_0_r
162594065_2_r
106573698_0
301175679_4
-320406_0
95285433_0_r
-224436_0
-320431_0_r
-225210_0_r
-653391_0
95560845_0
352554827_1_r
181364113_2
-641379_0
42475336_3_r
198455442_0
198287574_9
-223374_0
377001701_0_r
198571879_1
54230753_0
306816838_1_r
198455443_5
164926768_0
128177388_0_r
-576618_0
181364100_0_r
380405195_0
-580686_0_r
191453335_0
172359245_1
-641983_0_r
-226930_0
31403059_7
224520200_0
301175679_0_r
-580124_0_r
-641056_0
31365661_4
180179875_0_r
80243458_0
498064323_0
373874626_0
31365201_1
-653485_0
-641748_0
-641383_0
168429234_0_r
228302805_0
320794032_0
-623137_0_r
233102366_1
-227008_0
232479336_0_r
82219021_0_r
124801390_0_r
162596303_0
54171787_3
198287569_1
143559901_0_r
-2823964_0
106746717_1_r
138403204_0_r
462713067_0
528751512_0_r
-225876_0
-652893_0
326369575_2_r
-314177_0
-223450_0
260978945_0
213418372_0_r
-641481_0
326367069_0_r
31403722_0_r
-603065_0
162594065_0_r
168609893_0
341273267_0
180380993_0_r
240355306_1
168524673_1
147896805_0_r
105592020_0
143559901_0
92119056_5
81523951_0
198568142_2
31365093_0_r
400201714_0
-222854_0
172359245_6
221519679_0
189355296_0_r
80243458_4_r
66087340_0_r
162594065_3
393290082_0_r
92128256_0_r
510116715_0
128679270_2
-2579197_0
-227002_0
35535919_0
178997701_0
197495049_0
43721954_0
139742886_0
355775319_2
313988628_0_r
198177508_0
295529285_0
289421182_0_r
198568709_2_r
183855384_0
137234665_0_r
363570655_0
86146454_5
92119056_8
154191729_0
496603542_0_r
464710354_0
-226936_0
-608886_0
326367066_0
4459921_1_r
-224726_0
104126681_0_r
125841837_0_r
331468571_2
312063979_0
-224416_0
312066694_0
-608813_0_r
326369078_5
138674102_0_r
352554827_6_r
4456664_4_r
235369458_0_r
138276017_0_r
42475336_4_r
31375389_6_r
382727731_0_r
124801380_0
192140955_0_r
203181730_2
-563183_0
310570469_0_r
320921378_0_r
82394873_0
86146454_8
202772566_0_r
333823924_1
-225294_0
372439878_0_r
172409715_5
391807381_0_r
4456664_5_r
31403722_6
-622907_0
401344042_0_r
62065158_0
-225390_0
228302805_0_r
-224526_0
289565534_0_r
-641489_0
-1227626_0
382308782_0_r
134117695_0
-224564_0
162596299_2
-652889_0_r
-222954_0
105592889_0_r
198177508_1
402842863_0
386235072_0_r
452743070_0_r
172134526_0
86146454_10
310856845_6
226837442_0_r
355775319_1
-614848_2_r
86968764_0
192292867_2
-640232_0_r
-224938_0
-2585100_0
67593965_0
-224922_0_r
79800516_0
-640565_0
198252547_0
320649183_0_r
17261938_0
88133720_0
489567211_0
198177499_1_r
128679270_1
302116328_0
137531923_0
186746875_0
198455442_5
191911403_0_r
-225314_0
42957052_1
-580124_0
31380044_0
-622659_0_r
312038383_2
334174970_0
-641059_0
31403722_12_r
-225340_0
43081768_0_r
436659172_0
31401237_0_r
307017390_4
224923657_0
306112174_0_r
331468571_1
94233703_0_r
132600645_9
352554827_3_r
444796271_0
176671977_1_r
338078589_0
155101542_0_r
172372870_1
180179873_0_r
27341337_4
102660058_0
320857786_0_r
44068348_0
542952343_0
159601846_1
104233764_0_r
4455415_0_r
203344282_0_r
355755820_1
398717164_0
387559492_0
-652895_0_r
-580562_0
512756645_1_r
528751516_0
124801369_0
296996272_0_r
341148197_0
-654224_0_r
226876124_0
300857295_2_r
31380790_0
373874559_0_r
198455443_9
191911418_0
570673541_1_r
386627591_0
159023174_0
187421249_0
203154589_0_r
138674160_0
372665712_0_r
136288810_0
87228848_0
233310376_0
558993813_0
-614935_0_r
528751499_0
562025382_0_r
352554827_4
31403722_13
135508728_1
136289390_0_r
162594053_10_r
136694862_7_r
198457949_0
-2583480_0
564203065_0_r
79629132_1_r
-224718_0
528751504_5
339588384_0_r
-649808_0
132600621_1
286390077_0_r
31376723_0_r
542393719_5
-608813_0
155101542_0
31400200_6_r
122793908_0
-641376_0
-224850_0
198455442_0_r
95285436_0
226876098_0
31135579_3
503061570_0_r
-622905_0
232374425_0
331468571_0_r
144328492_0
-224912_0
340975795_0_r
4461533_4
-225310_0_r
253209204_5
291749636_0_r
203154589_0
-224900_0
-224858_0
532783828_2
-224926_0
-225718_0
198287569_1_r
565150249_0_r
418319613_0
240343126_0_r
343513737_2
136287514_3_r
420114392_0
111488412_3
54490139_0
326369575_1
134161404_0
232272446_0
105592024_0
544435796_0_r
44068348_1_r
147896828_1_r
155243228_0_r
401344042_0
163597938_0_r
382308781_0
30480106_0
139696665_0
198177499_2_r
132600645_5_r
306816838_1
301175679_3_r
-224828_0
313988626_2_r
-311129_0_r
406944103_0_r
-225000_0
-225388_0
86968183_1
-653063_0
-316799_0
-226970_0_r
114324449_0
198287631_0_r
198568709_0_r
-226976_0_r
-222858_0
396582545_0
-623039_0_r
189355296_0
198463073_9_r
38252651_0
347646440_0_r
-224972_0
161302691_0
85320973_0
309469480_0
165031082_0
-224428_0
408003116_0
312038383_3
321719700_2
198568144_0_r
198455443_14
198463073_3
142716244_1_r
-313951_0_r
-2584405_0
528751504_6
132600769_0_r
396569644_0_r
172134526_0_r
-316988_0
191072207_0
165752390_0_r
154350797_0_r
199742294_0_r
-224916_0_r
198571879_7
154350787_0_r
134117695_0_r
442038128_0
86273219_0_r
166715591_0
303396903_0
221519678_0_r
62065158_0_r
122793910_1
161021903_1
198455443_1
95166371_0
79800532_0_r
128177378_0_r
122790595_1_r
331468572_0
154350781_0_r
8146475_2
85696833_0_r
-225216_0_r
339588384_0
396569628_0
-224658_0
136289390_0
190982112_1
31400200_4
92119056_12
60257771_3
92119056_15
309919729_0
-226922_0
198457956_2
-622901_0_r
199742294_0
80243458_5_r
-225770_0
-562999_0
-653393_0
4456644_0
377847689_0_r
-641982_0
318823845_0_r
339699361_0
-224966_0
-224928_0_r
-641483_0
198455442_6_r
138674086_0
154191725_0
464709586_0_r
-226968_0
-653394_0_r
162594053_8_r
180380990_0
199742304_4
203214368_0
291749636_0
128679296_0
194972647_1
198287608_2
408003118_0_r
-222980_0
179534811_0_r
-623133_0_r
222378970_1
402842855_0_r
-641377_0
66087372_0
512755205_0_r
97461297_0
66087340_1
192292867_8
154350776_0
83689326_4
35535919_0_r
-224582_0
-622653_0_r
326369575_3_r
92130004_0_r
584363361_0
139742885_0
408315106_0
198287626_5
4459921_5_r
233016555_0
530491581_0
-595847_0
179246762_3
191911361_0_r
-225306_0_r
504612161_0_r
-224568_0
447812810_0
253891084_0
382308792_0_r
191911367_0
42957915_0
128723219_1_r
-224672_0
-650832_0
136694857_0
197495049_10_r
-654454_0_r
35600956_0_r
8146475_1_r
396587874_2
60257771_9
-225366_0
172398791_0
194809108_1
235369476_1
-641755_0
24934104_2_r
24934104_3
233312892_0
129586556_0
-226320_0
-224824_0
203346461_2
203439363_1
306816838_0
31400200_3
-580686_0
132600624_1
542393720_0
66087340_1_r
-222910_0
233102369_0
162594065_1
132600627_0
-653390_0_r
542952334_0
203346461_1
-641474_0
31372235_7
-653131_0_r
235869931_1
309469487_5
31375210_0
-225396_0
172398793_0_r
-223420_0
203346459_0_r
79800516_0_r
163209402_0
253209204_0
326367062_0_r
97352703_0
289589639_0
380414470_0_r
373874626_0_r
31375389_5
-225318_0
198287574_7
-641488_0
326520776_1
-565169_0
-226936_0_r
-637270_0
-629360_0
246418130_0
132600645_0_r
172398789_0_r
192140958_0
139742887_0_r
198463073_4_r
128147658_0
396569631_2
-224888_0_r
-224914_0
30480106_1_r
341273267_0_r
28532842_4
111381356_0
115079160_0
-225756_0
235369452_0_r
137381144_0
-580125_0_r
125841830_0_r
-641745_0
201529877_0_r
136694862_2_r
-2586131_0
528751504_1
92372464_3
528751518_5
4462640_2
-222990_0
86968182_4
176671977_0
499349162_0
-222908_0
-614790_0
203214368_2_r
-224768_0
396569630_0
161021903_0_r
386627589_0
177181046_0
505980746_0
-224760_0
31403722_14_r
146876169_1_r
98030264_0_r
-622593_0_r
397235712_0
232454875_0
-224850_0_r
391736843_0
31401341_0
8146663_0_r
183855376_6
178997701_2_r
-313033_0
309469487_1_r
-224476_0
-623040_0_r
-225156_0
125067837_0
-225240_0
301784317_0
71069562_0
198287571_0_r
-224876_0
35762892_0_r
96358074_0_r
54386305_1
178997701_2
144840230_1
31378656_0_r
-225342_0
377001701_0
178024119_0_r
-226904_0
128679254_1
154191733_0_r
147896807_0
94368207_0_r
-224880_0_r
179591694_0
226876235_0_r
-652896_0_r
98991163_0_r
-650582_0
200276459_0
28532842_3
339588386_2
122788406_0
-316986_0_r
203181730_9
-2584396_0
128147672_0
128723237_4
144840213_0
-322635_0_r
-225160_0
-638272_0
190982112_2_r
198463073_5_r
197495049_8_r
212817664_0
137234588_0_r
162596298_1
320649179_0
137271279_0_r
-225216_0
343214024_0_r
-224588_0
86146454_4
162594065_8_r
172394067_1_r
95561639_0_r
-226256_0
203154624_0_r
190982115_0
105592016_0
-653129_0
-641475_0
147896805_0
309919708_0
306110006_0_r
364509560_0_r
-652890_0_r
191911362_0
-224664_0
-641383_0_r
203211359_0_r
294995008_2
-650704_0
67814891_0
60257771_5
122793909_0
181364117_1
464710354_0_r
86273219_0
203439363_1_r
-226322_0
31372235_2
31378656_3_r
204719078_0
233102366_0
312038383_7_r
-2583481_0
4459132_0
-2583798_0
224609447_0
400894476_0_r
30480105_0_r
207858420_0
372665792_0_r
326369074_4
132600645_7_r
43118755_0_r
145439666_0
-641485_0
-641983_0
80243458_3
235869932_0
80243458_5
-223424_0
-226980_0_r
180179875_0
312038383_5_r
-2584755_0
-2586126_0
-622904_0
207097826_0_r
228483902_1
-622652_0
-2584266_0
198455443_10
200255675_0_r
224933668_1
-317463_0
-225250_0
-224772_0
411606692_2_r
-222920_0
60257771_4
180380990_0_r
198287612_3
386385433_0_r
326369074_3
192140956_0
312038383_0_r
496952047_0_r
-623133_0
28532842_0
42475336_1
165295722_0
198287597_1
-224836_0
-576620_0_r
198177500_1
326369074_1
131599096_1
380379720_0
128177375_0_r
306105966_0
81943797_0
85428070_0
198287612_4
-328311_0
-224816_0
224332481_0
86968182_5
397760518_0
136694862_5_r
213169005_1
31403722_8
335238567_0
298627432_0
424018467_0
352554845_0_r
-224900_0_r
326520780_2
309469487_2
388802845_0_r
132600645_10
54171787_5
197495049_7_r
300857263_0_r
-577685_0
-321263_0
-224512_0
371358598_2
179534810_0_r
240343126_0
136694862_6
374299020_0
4459921_1
-224414_0
123279924_2
338078588_0_r
312063989_1
172359245_4
301175680_9
398717162_0
-614531_0
202739985_0
132600645_2
31375389_5_r
31375389_2
191911401_0_r
111488413_0
128723234_1
30483732_0_r
195305044_2
-224446_0
180380991_0_r
314117751_0
203181715_0_r
373874626_1
198568145_2
324441012_6
240472828_0
371358598_1
162594053_3_r
236070080_1
-646921_0
122797683_0_r
-227006_0
-222846_0
289589639_0_r
31400598_2
67814886_1
192433529_2
191072266_0_r
4459921_3_r
-649807_0
162594053_12
172398793_0
-614935_0
532783828_1
-226998_0
-225374_0
570780153_0
-654453_0
31378656_2
192140954_0_r
-222822_0
233006897_0
301175701_0_r
179591693_0
111488415_2
203181730_6
203685539_0_r
548350611_0
160227146_0
-225774_0
96358073_0_r
377847691_0
170554646_0_r
-224796_0
-649802_0
-224422_0
391736842_0
364509753_0
191911367_0_r
142716244_0_r
235193979_0_r
95166387_0
88591871_0
-641486_0
198568709_1_r
92128254_4_r
-653490_0_r
198287626_0_r
-2583483_0
128679254_0
192956554_0_r
340975796_0
137234594_0_r
-562816_0
-222968_0
-640159_0
-316168_0
203211996_0_r
203360344_0_r
151810358_0_r
92128254_3_r
162594065_1_r
396569640_0_r
191072266_0
168524413_0_r
70483283_0
-224696_0
180179874_0
-640405_0
-224632_0
31135579_4
174503397_0
-225318_0_r
-313476_0
228064594_0_r
194741487_0
190794991_0
224609447_0_r
372665738_0
355788514_0_r
-226260_0
542393829_0_r
-653130_0
125841830_0
183855380_0
312038383_4
198455443_6
42957052_1_r
106613474_0_r
128088385_0
396681641_0_r
-222916_0
-224738_0
-641739_0
155101542_2
320856475_0_r
75223387_0
192433529_1
-622659_0
-225186_0
180380992_0_r
337579433_0
-225206_0
-638460_0_r
164926771_0_r
-224952_0
-224902_0_r
147473940_0_r
-623132_0_r
-640233_0_r
391736844_0
326520776_0
-577687_0
79883954_1
-315381_0_r
4459921_3
464709584_0
31399115_0
192140961_0_r
75223387_0_r
136694862_7
-224852_0
313801200_0
505980746_0_r
174502594_0_r
341240850_0_r
164330172_0
136058449_0
504612161_3_r
313988626_0
309919729_0_r
512755205_0
326339901_0
321281048_0
154197971_0
172409715_4
111381357_0
147896828_0
232207286_0
186746875_2_r
85667397_0
-570090_1
310856845_8
10654929_0_r
198457959_4
144840230_0
452743074_0
338078589_0_r
372665763_1
203360343_0
106746089_0
-224998_0
306816834_1_r
286084790_0_r
-580687_0_r
198455443_18
31403722_3
372665788_0
-222788_0
198287574_5
-222812_0
224609453_0_r
570673541_0_r
231363015_1
-227016_0
-224756_0
88048315_0_r
396569646_0
138674103_0
-224704_0
-580687_0
312038383_8
-315589_0
128147659_0_r
-224536_0
